GeneID	KO_ID
Sco07g03570.1	acyl-CoA-binding domain-containing protein 6
Sco14g10340.1	Belongs to the small GTPase superfamily. Rho family
Sco17g05020.1	epithelial to mesenchymal transition
Sco14g03670.1	Peroxiredoxin-5
Sco14g03670.1	 mitochondrial
Sco13g03450.1	gamma-catenin binding
Sco07g07000.1	WD repeat-containing protein 31
Sco05g04340.1	PWWP domain containing 2A
Sco08g06550.1	DDE superfamily endonuclease
Sco17g03720.1	Dual oxidase maturation factor
Sco12g05360.1	cohesin loading
Sco13g02810.1	Golgi to endosome transport
Sco11g04750.1	Ribosomal protein S11
Sco12g12100.1	RNA polymerase II proximal promoter sequence-specific DNA binding
Sco13g14690.1	-
Sco10g01100.1	Tigger transposable
Sco05g01110.1	amine dehydrogenase activity
Sco01g04220.1	purine-rich negative regulatory element binding
Sco07g05160.1	importin-alpha family protein binding
Sco13g04990.1	Nudix (nucleoside diphosphate linked moiety X)-type motif 6
Sco02g03340.1	Heat shock 70 kDa protein 12A-like
Sco17g17780.1	Small nuclear ribonucleoprotein
Sco04g01080.1	Tubulin is the major constituent of microtubules. It binds two moles of GTP
Sco04g01080.1	 one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
Sco16g09080.1	cardiolipin acyl-chain remodeling
Sco11g00270.1	ATP synthase subunit S
Sco03g07450.1	Zinc finger
Sco03g07450.1	 C2H2 type
Sco19g15180.1	mannosyl-inositol phosphorylceramide biosynthetic process
Sco14g06010.1	Phytanoyl-CoA dioxygenase (PhyH)
Sco14g13360.1	PAXX
Sco14g13360.1	 PAralog of XRCC4 and XLF
Sco14g13360.1	 also called C9orf142
Sco02g09790.1	chloride transport protein 6
Sco15g05570.1	binding. It is involved in the biological process described with
Sco10g08280.1	peptide-aspartate beta-dioxygenase activity
Sco01g07050.1	transport
Sco19g07000.1	Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation
Sco12g05590.1	nuclease activity
Sco02g02650.1	hydrolase activity
Sco02g02650.1	 hydrolyzing O-glycosyl compounds
Sco19g12030.1	glutamate reuptake
Sco19g14280.1	Alpha helical coiled-coil rod protein (HCR)
Sco16g05650.1	Belongs to the adenylyl cyclase class-4 guanylyl cyclase family
Sco14g00340.1	Methylmalonic aciduria (Cobalamin deficiency) cblA type
Sco15g00770.1	Catalytic activity
Sco19g11600.1	zinc ion binding
Sco12g12060.1	Zinc finger
Sco12g12060.1	 CCHC domain containing 6
Sco17g18240.1	DNA replication initiation
Sco01g03670.1	Belongs to the short-chain dehydrogenases reductases (SDR) family
Sco02g00280.1	NACHT and WD repeat
Sco19g13260.1	ubiE/COQ5 methyltransferase family
Sco09g04600.1	carbohydrate binding
Sco08g08840.1	Involved in the fragmentation of the mitochondrial network and its perinuclear clustering
Sco06g06760.1	calcium ion binding
Sco01g00750.1	Has bacteriolytic activity against Gram-positive bacteria
Sco09g05860.1	MAP kinase kinase kinase activity
Sco01g01090.1	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
Sco11g01580.1	major facilitator superfamily
Sco17g07210.1	Mitochondrial ribosome subunit S24
Sco07g05890.1	aromatic-L-amino-acid decarboxylase activity
Sco10g06470.1	PMP-22/EMP/MP20/Claudin tight junction
Sco02g00370.1	anatomical structure morphogenesis
Sco13g09730.1	Ring finger protein 121
Sco19g09510.1	Belongs to the peptidase C1 family
Sco16g13180.1	-
Sco13g14520.1	sequestering of TGFbeta in extracellular matrix
Sco10g03730.1	coiled-coil domain containing 57
Sco01g04790.1	proximal promoter DNA-binding transcription activator activity
Sco01g04790.1	 RNA polymerase II-specific
Sco17g10390.1	It is involved in the biological process described with Wnt signaling pathway
Sco11g03280.1	single fertilization
Sco06g00030.1	It is involved in the biological process described with snRNA processing
Sco07g03440.1	serine-type endopeptidase activity
Sco00g00014.1	D-lactate dehydrogenase (cytochrome) activity
Sco03g11280.1	7 transmembrane receptor (rhodopsin family)
Sco13g12490.1	transcription coregulator activity
Sco18g00050.1	Trypsin-like serine protease
Sco04g07470.1	Tigger transposable
Sco19g07910.1	Anoctamin
Sco08g05010.1	ankyrin repeat
Sco07g10960.1	RNA binding
Sco11g09550.1	-
Sco17g03320.1	RNA polymerase II transcription mediator complex subunit 9
Sco08g02090.1	ADP-ribosylglycohydrolase
Sco03g05530.1	cytochrome P450
Sco13g15180.1	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
Sco14g12670.1	Belongs to the short-chain dehydrogenases reductases (SDR) family
Sco19g12690.1	E3 ubiquitin-protein ligase RNF213-like
Sco14g15350.1	It is involved in the biological process described with
Sco17g11170.1	ion transport
Sco10g01440.1	3-beta-hydroxy-delta5-steroid dehydrogenase activity
Sco19g02480.1	non-motile cilium assembly
Sco19g03660.1	nucleosome assembly
Sco14g09850.1	tRNA pseudouridine synthesis
Sco18g08640.1	GTP binding. It is involved in the biological process described with
Sco16g09430.1	glucose-6-phosphate dehydrogenase activity
Sco13g00420.1	spectrin binding
Sco14g18160.1	Histone H2A
Sco14g02470.1	WD repeat-containing protein 92
Sco01g07670.1	positive regulation of ruffle assembly
Sco03g04630.1	B domain of TMEM189
Sco03g04630.1	 localisation domain
Sco12g04000.1	response to muscle inactivity involved in regulation of muscle adaptation
Sco02g05680.1	dnaJ homolog subfamily C member
Sco12g14430.1	Leucine rich repeat containing 74A
Sco17g04700.1	-
Sco11g09080.1	WD domain
Sco11g09080.1	 G-beta repeat
Sco01g01580.1	channel 1
Sco08g03470.1	ribosome binding
Sco03g11200.1	metal ion binding
Sco03g05390.1	hydrolase activity
Sco19g04670.1	interleukin-1
Sco19g04670.1	 type I receptor binding
Sco14g03400.1	Calcium-binding protein
Sco13g09760.1	proprioception involved in equilibrioception
Sco09g01010.1	nuclear histone mRNA catabolic process
Sco14g09260.1	regulation of protein serine/threonine phosphatase activity
Sco11g05870.1	primary heart field specification
Sco17g13710.1	metallopeptidase activity
Sco17g12820.1	Enkurin domain containing 1
Sco16g02800.1	stomatin (EPB72)-like 1
Sco16g02840.1	ubiquitin conjugating enzyme binding
Sco12g06380.1	It is involved in the biological process described with regulation of transcription
Sco12g06380.1	 DNA-templated
Sco13g14280.1	Heat shock 70 kDa protein 12A-like
Sco15g13020.1	MreB/Mbl protein
Sco04g10690.1	Belongs to the G-protein coupled receptor 2 family
Sco04g08350.1	Belongs to the enoyl-CoA hydratase isomerase family
Sco12g11260.1	Ran guanyl-nucleotide exchange factor activity
Sco13g03630.1	cadherin binding
Sco02g02400.1	Belongs to the small GTPase superfamily. Arf family
Sco16g02180.1	EF-hand calcium binding domain 12
Sco11g01650.1	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
Sco17g06530.1	engulfment of target by autophagosome
Sco14g17910.1	Rho (Ras homology) subfamily of Ras-like small GTPases
Sco07g02380.1	cerebellar granular layer structural organization
Sco15g07120.1	-
Sco19g12620.1	Belongs to the SNF7 family
Sco14g05280.1	Chromosome 19 open reading frame 47
Sco12g15380.1	syntaxin binding
Sco13g07460.1	acylglycerol kinase activity
Sco15g08260.1	transmembrane transport
Sco12g07490.1	G protein gamma subunit-like motifs
Sco03g06670.1	Family with sequence similarity 96
Sco03g06670.1	 member B
Sco01g07810.1	negative regulation of mRNA splicing
Sco01g07810.1	 via spliceosome
Sco16g03680.1	DDE superfamily endonuclease
Sco07g04600.1	actin-related protein 5
Sco16g10360.1	ATPase activity
Sco16g10360.1	 coupled to transmembrane movement of substances
Sco16g05300.1	barbed-end actin filament capping
Sco19g16420.1	Adenylate kinase
Sco05g09440.1	Involved in the maturation of specific proteins in the endoplasmic reticulum
Sco08g00230.1	heme binding
Sco15g03840.1	positive regulation of cell-substrate adhesion
Sco07g01480.1	negative regulation of IRE1-mediated unfolded protein response
Sco17g07990.1	Complex 1 protein (LYR family)
Sco08g00260.1	integrator complex subunit 4
Sco16g03980.1	Protein of unknown function (DUF498/DUF598)
Sco06g01110.1	Helix-turn-helix of DDE superfamily endonuclease
Sco12g09160.1	positive regulation of protein localization to ciliary membrane
Sco15g00990.1	E3 ubiquitin-protein ligase Mdm2 isoform X1
Sco13g06090.1	Domain of unknown function (DUF4538)
Sco05g09480.1	5'-nucleotidase activity
Sco14g03900.1	NUC153 domain
Sco04g02360.1	DDE superfamily endonuclease
Sco06g08960.1	transforming growth factor beta receptor signaling pathway
Sco04g09040.1	protein serine/threonine kinase activity
Sco15g09460.1	domain present in cyclins
Sco15g09460.1	 TFIIB and Retinoblastoma
Sco05g02050.1	Putative cyclase
Sco14g17540.1	Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue
Sco14g17540.1	 next to the peptide chains in N-glycans
Sco04g09220.1	protein polyglutamylation
Sco12g05740.1	Domain of unknown function (DUF1768)
Sco10g06460.1	Pyrroline-5-carboxylate reductase
Sco01g02810.1	cell cycle
Sco15g00420.1	protein transporter activity
Sco02g02930.1	acetyl-CoA metabolic process
Sco14g16050.1	transferase activity
Sco14g16050.1	 transferring acyl groups
Sco10g00560.1	chitobiosyldiphosphodolichol beta-mannosyltransferase activity
Sco02g09280.1	resolution of meiotic recombination intermediates
Sco11g06440.1	regulation of Golgi inheritance
Sco08g08150.1	protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation
Sco12g00250.1	Ribosomal protein L15
Sco09g03740.1	Microtubule-actin cross-linking factor 1
Sco06g12350.1	Tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein epsilon
Sco02g01610.1	positive regulation of bicellular tight junction assembly
Sco19g12820.1	SPT3 homolog
Sco19g12820.1	 SAGA and STAGA complex component
Sco01g05750.1	protein disulfide oxidoreductase activity
Sco19g10590.1	CUE domain-containing protein
Sco11g11360.1	DDE superfamily endonuclease
Sco14g07150.1	phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction
Sco10g04890.1	-
Sco07g06160.1	methyltransferase
Sco05g03980.1	heat shock
Sco01g09340.1	iron ion binding
Sco15g01410.1	voltage-gated anion channel activity
Sco06g04990.1	Sperm antigen with calponin homology and coiled-coil domains
Sco17g19460.1	protein folding in endoplasmic reticulum
Sco17g05300.1	Phosphatidylinositol transfer protein
Sco08g09570.1	AMMECR1
Sco17g09850.1	Ribosomal protein S11
Sco15g01010.1	Belongs to the ribulose-phosphate 3-epimerase family
Sco14g06560.1	Belongs to the small GTPase superfamily. Rho family
Sco14g05460.1	Belongs to the short-chain dehydrogenases reductases (SDR) family
Sco02g08840.1	Rho guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of Rho protein signal transduction
Sco12g15730.1	fatty acid elongation
Sco12g15730.1	 saturated fatty acid
Sco11g01690.1	structural constituent of ribosome
Sco12g07180.1	RAB23
Sco12g07180.1	 member RAS oncogene family
Sco12g11210.1	negative regulation of cholesterol biosynthetic process
Sco11g07530.1	Bloom syndrome
Sco16g06960.1	Subtilase family
Sco05g03540.1	X-prolyl aminopeptidase (aminopeptidase P) 1
Sco05g03540.1	 soluble
Sco11g06270.1	Rab guanyl-nucleotide exchange factor activity
Sco13g08770.1	regulation of protein targeting to vacuolar membrane
Sco11g07510.1	Fem-1 homolog
Sco08g06440.1	Centrosomal protein of 63 kDa
Sco19g05580.1	MORC family CW-type zinc finger
Sco18g07260.1	Oxidoreductase family
Sco18g07260.1	 C-terminal alpha/beta domain
Sco07g03070.1	virus maturation
Sco14g09190.1	ATPase activator activity
Sco16g13640.1	metanephric glomerular basement membrane development
Sco13g10420.1	carbohydrate binding
Sco06g08560.1	clathrin binding
Sco05g12020.1	Rho-related BTB
Sco14g04310.1	HHIP-like protein 2
Sco12g15890.1	Tigger transposable
Sco17g15820.1	arachidonate 5-lipoxygenase activity
Sco13g05690.1	motor activity
Sco13g06830.1	Belongs to the ligand-gated ion channel (TC 1.A.9) family
Sco14g11780.1	Src homology 3 domains
Sco01g06850.1	Mannosyltransferase involved in glycosylphosphatidylinositol-anchor biosynthesis
Sco14g16880.1	domain-containing protein 2
Sco07g05330.1	C-terminal to LisH motif.
Sco03g10480.1	Major Facilitator Superfamily
Sco19g05190.1	glutamate synthase (NADH) activity
Sco13g00400.1	ER membrane protein complex subunit 7
Sco11g12120.1	nuclease activity
Sco03g05840.1	epithelial splicing regulatory protein
Sco14g11810.1	zinc ion binding
Sco02g01150.1	tRNA methyltransferase activity
Sco11g01680.1	Mitotic checkpoint regulator
Sco11g01680.1	 MAD2B-interacting
Sco05g09620.1	Family with sequence similarity 204
Sco05g09620.1	 member A
Sco12g09220.1	Histone-lysine N-methyltransferase
Sco12g09220.1	 H3 lysine-79 specific
Sco10g02840.1	stress granule assembly
Sco08g00870.1	intra-Golgi vesicle-mediated transport
Sco01g04340.1	Hsp20/alpha crystallin family
Sco08g03310.1	Smg-4/UPF3 family
Sco06g12380.1	Rhodanese Homology Domain
Sco05g05710.1	-
Sco05g04420.1	MAK16 homolog
Sco14g01400.1	Actin depolymerisation factor/cofilin -like domains
Sco17g09540.1	cytochrome P450
Sco10g03790.1	cytochrome P450
Sco03g05000.1	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
Sco14g13490.1	regulation of cellular component size
Sco03g08600.1	negative regulation of hemoglobin biosynthetic process
Sco15g11260.1	zinc transporter
Sco07g00280.1	Lung seven transmembrane receptor
Sco18g04680.1	Tctex-1 family
Sco14g05110.1	dynactin binding
Sco19g00820.1	GTP binding. It is involved in the biological process described with
Sco05g01210.1	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco11g09450.1	Domain of unknown function (DUF4371)
Sco14g04200.1	hAT family C-terminal dimerisation region
Sco06g01150.1	MULE transposase domain
Sco11g04030.1	Zinc finger protein
Sco14g10560.1	threonine-type endopeptidase activity
Sco19g06640.1	otic vesicle formation
Sco17g08380.1	frizzled binding
Sco12g08890.1	triglyceride lipase activity
Sco02g05820.1	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0
Sco19g15130.1	-
Sco03g09660.1	hematopoietic progenitor cell differentiation
Sco04g02040.1	Jerky protein homolog-like
Sco14g09010.1	Protein kinase C conserved region 2 (CalB)
Sco06g07580.1	fatty acid binding
Sco08g06040.1	histone H4-K16 acetylation
Sco03g03490.1	Motif in Iroquois-class homeodomain proteins (only). Unknown function.
Sco10g08910.1	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
Sco19g05940.1	Histone-binding protein RBBP4 or subunit C of CAF1 complex
Sco19g16180.1	N
Sco19g16180.1	N-dimethylaniline monooxygenase activity
Sco18g07690.1	-
Sco17g12740.1	DNA binding
Sco19g02730.1	positive regulation of invadopodium disassembly
Sco08g07980.1	Belongs to the cyclin family
Sco17g20790.1	Thrombospondin type 1 repeats
Sco11g09040.1	SHC (Src homology 2 domain containing) transforming protein
Sco11g12130.1	Chromosome 19 open reading frame 66
Sco17g00520.1	WW domain-binding protein
Sco17g14560.1	zinc ion transmembrane transporter activity
Sco11g10990.1	smooth muscle cell proliferation
Sco01g08130.1	SAM / Pointed domain
Sco15g00590.1	voltage-gated potassium channel activity
Sco01g03190.1	forkhead box
Sco13g11980.1	positive regulation of IRE1-mediated unfolded protein response
Sco01g10960.1	Biotin-protein ligase
Sco01g10960.1	 N terminal
Sco05g05960.1	G-protein coupled receptor 124-like
Sco03g11000.1	peptidyl-serine phosphorylation
Sco16g00700.1	tRNA 5'-leader removal
Sco14g16270.1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
Sco17g08320.1	pre-rRNA processing protein involved in ribosome biogenesis
Sco05g06190.1	tRNA guanylyltransferase activity
Sco05g03900.1	Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily
Sco14g16690.1	Optic atrophy 3 protein (OPA3)
Sco15g08200.1	Nucleolar protein interacting with the FHA domain of MKI67
Sco18g08050.1	Protein tyrosine phosphatase
Sco18g08050.1	 receptor type
Sco18g08050.1	 K
Sco16g01920.1	Zgc 194209
Sco03g07940.1	zinc finger
Sco03g09200.1	Amino acid permease
Sco05g03880.1	G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco13g05600.1	Tetratricopeptide repeat
Sco16g01010.1	ISXO2-like transposase domain
Sco14g15080.1	ubiquinone biosynthetic process
Sco12g09790.1	deoxyribonuclease I activity
Sco15g00570.1	tetratricopeptide repeat
Sco13g09740.1	neurexin family protein binding
Sco17g18530.1	tribbles homolog 2
Sco15g08340.1	It is involved in the biological process described with transmembrane transport
Sco08g09070.1	retinal dehydrogenase activity
Sco17g14500.1	regulation of cell proliferation involved in tissue homeostasis
Sco19g14230.1	Metal ion binding
Sco19g13880.1	Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily
Sco13g00580.1	Heat shock 70 kDa protein 12A-like
Sco18g09250.1	Si ch1073-385f13.3
Sco11g09320.1	stAR-related lipid transfer
Sco02g06600.1	mRNA processing
Sco08g07380.1	ATP binding
Sco13g03230.1	Solute carrier family 3
Sco13g03230.1	 member 1
Sco10g03820.1	Isovaleryl-CoA dehydrogenase
Sco18g05490.1	DNA binding
Sco17g16890.1	EF hand
Sco00g00034.1	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer)
Sco02g02180.1	voltage-gated potassium channel activity
Sco01g04190.1	Haem-NO-binding
Sco05g10290.1	T-cell leukemia
Sco05g10290.1	 homeobox
Sco16g08190.1	-
Sco10g08540.1	nuclease activity
Sco11g08770.1	cell adhesion
Sco18g03560.1	Deleted in malignant brain tumors 1
Sco19g13840.1	organic anion transmembrane transporter activity
Sco14g18140.1	Centromere kinetochore component CENP-T histone fold
Sco08g08460.1	acyl-CoA synthetase long-chain family member 4
Sco11g05510.1	-
Sco16g09460.1	Mesencephalic astrocyte-derived neurotrophic factor
Sco17g16840.1	WD repeat domain 48
Sco03g04510.1	GDP-mannose 4
Sco03g04510.1	6-dehydratase activity
Sco06g12780.1	Carbon-nitrogen hydrolase
Sco15g00270.1	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription
Sco15g00270.1	 DNA-templated
Sco19g00140.1	assembly chaperone 1
Sco08g10010.1	Animal haem peroxidase
Sco13g05270.1	anaphase-promoting complex-dependent catabolic process
Sco09g06100.1	Structural component of the gap junctions
Sco09g03820.1	Complement component 1
Sco09g03820.1	 q subcomponent-like 4
Sco03g12550.1	reductase complex assembly factor
Sco12g15760.1	RNA splicing
Sco07g08190.1	ATP-dependent DNA helicase RecQ
Sco19g00750.1	nucleic acid-templated transcription
Sco14g01450.1	non-motile cilium assembly
Sco17g16660.1	stress response to cadmium ion
Sco05g04550.1	cytoskeletal protein binding
Sco11g09110.1	Short calmodulin-binding motif containing conserved Ile and Gln residues.
Sco19g05430.1	Zinc finger
Sco19g05430.1	 DHHC-type containing 24
Sco11g08170.1	mature ribosome assembly
Sco19g09500.1	cysteine-type endopeptidase activity
Sco03g12320.1	Ran GTPase binding
Sco16g07680.1	tolloid-like
Sco17g17110.1	-
Sco04g07360.1	-
Sco14g09050.1	Glycine-rich domain-containing protein-like
Sco10g08390.1	acetyltransferase component of pyruvate dehydrogenase
Sco14g01200.1	thiosulfate sulfurtransferase activity
Sco01g06070.1	Dual specificity phosphatase
Sco01g06070.1	 catalytic domain
Sco09g00620.1	-
Sco12g09910.1	D-serine biosynthetic process
Sco11g12300.1	solute carrier family 22
Sco15g06530.1	cell wall polysaccharide biosynthetic process
Sco12g04420.1	GPI anchor biosynthetic process
Sco12g04500.1	Component of the CST complex proposed to act as a specialized replication factor promoting DNA replication under conditions of replication stress or natural replication barriers such as the telomere duplex. The CST complex binds single-stranded DNA with high affinity in a sequence-independent manner
Sco12g04500.1	 while isolated subunits bind DNA with low affinity by themselves. Initially the CST complex has been proposed to protect telomeres from DNA degradation. However
Sco12g04500.1	 the CST complex has been shown to be involved in several aspects of telomere replication
Sco19g07140.1	Calcyphosine 2
Sco14g10410.1	Domain of unknown function (DUF4508)
Sco16g01050.1	ribosomal protein L46
Sco17g05740.1	Belongs to the histidine acid phosphatase family
Sco13g09910.1	primary palate development
Sco01g04160.1	Thiamine pyrophosphate enzyme
Sco01g04160.1	 C-terminal TPP binding domain
Sco08g07300.1	Family with sequence similarity
Sco16g08950.1	ATP binding. It is involved in the biological process described with protein phosphorylation
Sco11g09490.1	-
Sco05g05200.1	positive regulation of isoprenoid metabolic process
Sco19g09470.1	neuromedin U receptor activity
Sco19g14950.1	Belongs to the argonaute family
Sco18g09660.1	-
Sco06g07160.1	oxidoreductase activity
Sco06g07160.1	 acting on the CH-CH group of donors
Sco06g07160.1	 with a flavin as acceptor
Sco17g07160.1	Enoyl Coenzyme A hydratase
Sco17g07160.1	 short chain
Sco17g07160.1	 1
Sco17g07160.1	 mitochondrial
Sco03g08030.1	positive regulation of DNA-directed DNA polymerase activity
Sco14g05970.1	Ras family
Sco15g05250.1	forebrain ventricular zone progenitor cell division
Sco12g15820.1	cobalamin binding
Sco05g09840.1	Hematopoietically-expressed homeobox protein hhex
Sco10g06390.1	oligodendrocyte development
Sco10g02510.1	Enoyl-(Acyl carrier protein) reductase
Sco06g05040.1	Zinc ion binding
Sco07g07400.1	protein import into peroxisome matrix
Sco08g01820.1	Phosphatidylinositol 3
Sco08g01820.1	4
Sco08g01820.1	5-trisphosphate 5-phosphatase
Sco04g03370.1	cysteine-type carboxypeptidase activity
Sco16g11640.1	retina development in camera-type eye
Sco07g01760.1	Helix-turn-helix of DDE superfamily endonuclease
Sco15g08090.1	regulation of cell proliferation
Sco04g07600.1	TFIIH basal transcription factor complex helicase XPB
Sco19g06010.1	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles
Sco19g06010.1	 which further mediate biosynthetic protein transport from the ER
Sco19g06010.1	 via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes
Sco19g06010.1	 and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
Sco19g11250.1	regulation of vesicle fusion
Sco14g00810.1	catalytic activity. It is involved in the biological process described with metabolic process
Sco01g09530.1	RAS and EF-hand
Sco04g07390.1	sodium-dependent L-ascorbate transmembrane transporter activity
Sco05g11790.1	Sulfotransferase
Sco05g02330.1	Neurotransmitter-gated ion-channel ligand binding domain
Sco15g05610.1	Cation transmembrane transporter activity. It is involved in the biological process described with transmembrane transport
Sco07g00900.1	alpha/beta hydrolase fold
Sco03g00750.1	zinc finger
Sco02g05880.1	Beta-1
Sco02g05880.1	4-mannosyltransferase
Sco06g06540.1	leukotriene-C4 synthase activity
Sco17g04400.1	G1 to G0 transition involved in cell differentiation
Sco01g00700.1	Domain of unknown function (DUF4371)
Sco16g03130.1	Thrombospondin type 1 repeats
Sco05g10330.1	tRNA pseudouridine synthase activity
Sco16g05360.1	positive regulation of endothelial cell chemotaxis
Sco16g04570.1	Glutamate-ammonia ligase activity. It is involved in the biological process described with glutamine biosynthetic process
Sco03g13220.1	D-lactate dehydrogenase (cytochrome) activity
Sco03g12680.1	7 transmembrane receptor (rhodopsin family)
Sco06g11680.1	zinc finger
Sco17g11850.1	Neuropeptide Y receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco17g00280.1	cyclin-dependent kinase-like
Sco19g03500.1	Staphylococcal nuclease
Sco11g03390.1	Chitin synthase
Sco08g04180.1	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Sco10g01960.1	CASK interacting protein 2
Sco16g02190.1	Glyoxylate hydroxypyruvate reductase
Sco12g08690.1	nuclear receptor binding protein 1
Sco10g02390.1	Calcium-activated BK potassium channel alpha subunit
Sco19g16310.1	GTPase activator activity
Sco11g10150.1	cell adhesion
Sco19g04580.1	sequestering of TGFbeta in extracellular matrix
Sco16g11750.1	microtubule-based process
Sco17g08540.1	Meteorin
Sco17g08540.1	 glial cell differentiation regulator
Sco13g06160.1	sterol regulatory element binding transcription factor
Sco15g13320.1	-
Sco13g09820.1	CRAL/TRIO domain
Sco03g05980.1	maintenance of lens transparency
Sco17g02600.1	chitin catabolic process
Sco03g09530.1	Methyltransferase domain
Sco12g05640.1	Solute carrier family 1 (glial high affinity glutamate transporter)
Sco12g05640.1	 member
Sco02g09220.1	Solute carrier family 35 member F6
Sco03g10960.1	aspartate oxidase activity
Sco05g09500.1	Cytochrome P450
Sco14g11870.1	putrescine transmembrane transporter activity
Sco14g01280.1	-
Sco01g05650.1	HSPA (heat shock 70kDa) binding protein
Sco01g05650.1	 cytoplasmic cochaperone 1
Sco11g10800.1	cAMP response element binding
Sco07g02060.1	N-acetylmuramoyl-L-alanine amidase activity
Sco01g03050.1	proline-rich transmembrane protein 1
Sco14g11120.1	GTPase activity
Sco08g09510.1	Importin beta-3
Sco01g06500.1	Glycosyl hydrolase family 20
Sco01g06500.1	 catalytic domain
Sco08g03270.1	regulation of nucleic acid-templated transcription
Sco14g05470.1	transcriptional repressor protein
Sco01g01980.1	Scaffold protein that connects plasma membrane proteins with members of the ezrin moesin radixin family and thereby helps to link them to the actin cytoskeleton and to regulate their surface expression
Sco19g10640.1	Inhibitor of Bruton
Sco11g00430.1	ATP binding
Sco13g02770.1	Heat shock 70 kDa protein 12A-like
Sco09g03390.1	GDP binding
Sco17g14010.1	Regulatory protein
Sco12g12400.1	Domain of unknown function (DUF1768)
Sco13g04690.1	GPI anchor biosynthetic process
Sco11g00840.1	Mitochondrial ribosomal protein S16
Sco19g07010.1	snoRNA binding
Sco14g01210.1	Reticulon
Sco01g09080.1	guanylate cyclase activity
Sco05g03930.1	Dyp-type peroxidase family
Sco08g07970.1	L-cystine transmembrane transporter activity
Sco17g01730.1	WD repeat domain 13
Sco12g01650.1	Flavin-binding monooxygenase-like
Sco01g02330.1	Glutathione peroxidase
Sco01g06840.1	Synaptojanin 1
Sco14g15170.1	protein folding in endoplasmic reticulum
Sco03g02490.1	Glycosyl transferase family 11
Sco03g09350.1	coagulation factor XIII
Sco17g11800.1	growth factor
Sco17g11800.1	 augmenter of liver regeneration
Sco12g08120.1	HCO3- transporter family
Sco13g12530.1	factor 5
Sco14g17170.1	cell-matrix adhesion
Sco03g09060.1	Domain first found in C1r
Sco03g09060.1	 C1s
Sco03g09060.1	 uEGF
Sco03g09060.1	 and bone morphogenetic protein.
Sco06g04470.1	Double-stranded RNA binding motif
Sco16g00500.1	Belongs to the mitochondrial carrier (TC 2.A.29) family
Sco12g00940.1	negative regulation of osteoblast proliferation
Sco17g05710.1	negative regulation of myosin-light-chain-phosphatase activity
Sco12g03330.1	SAM domain (Sterile alpha motif)
Sco13g15710.1	Belongs to the type-B carboxylesterase lipase family
Sco10g07850.1	BTB And C-terminal Kelch
Sco13g07660.1	non-sequence-specific DNA binding
Sco13g07660.1	 bending
Sco14g14360.1	protein homooligomerization
Sco13g14110.1	Arp2/3 complex-mediated actin nucleation
Sco13g09470.1	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
Sco09g04860.1	Ligand for members of the frizzled family of seven transmembrane receptors
Sco12g14090.1	response to other organism
Sco09g02600.1	Glycosyltransferase sugar-binding region containing DXD motif
Sco11g04230.1	Belongs to the G-protein coupled receptor 1 family
Sco13g03270.1	-
Sco06g03870.1	alkylhalidase activity
Sco16g07180.1	Ligand for members of the frizzled family of seven transmembrane receptors
Sco13g07800.1	Ly6/PLAUR domain-containing protein 6
Sco13g07800.1	 Lypd6
Sco01g07180.1	vesicle docking involved in exocytosis
Sco19g00890.1	Opioid growth factor receptor
Sco16g06140.1	Fasciclin domain
Sco19g14050.1	It is involved in the biological process described with regulation of response to reactive oxygen species
Sco01g09280.1	CCR4-NOT transcription complex
Sco01g09280.1	 subunit 11
